Symbol,Company,Rank,Status, TRI ,TB90 ,MKT CAP ,BOOK ,BOOK4Q ,P/B ,PRNOW ,PR12M ,PCHG12M ,
BCB,"Cott Corporation *",37,Buy,43042.7188,0.3700,1520.6064,7.6334,6.6997,1.5526,13.8900,8.1400,70.6388,
UFS,"Domtar Corporation*",38,Buy,43042.7188,0.3700,3437.2581,54.0662,46.4152,0.9282,52.8800,40.6200,30.1822,
ERF,"Enerplus Corporation",39,Buy,43042.7188,0.3700,1728.0809,8.2343,9.5225,1.0302,8.3800,24.8900,-66.3319,
L,"Loblaw Companies Ltd.",40,Buy,43042.7188,0.3700,28979.7734,31.8345,36.8284,2.2058,70.2200,54.2000,29.5572,
AGU,"Agrium Inc. *",41,Buy,43042.7188,0.3700,19506.7207,59.2726,53.2095,2.1873,136.6100,102.8200,32.8633,
VII,"Seven Generations Egy",42,Buy,43042.7188,0.3700,3368.4021,7.3424,4.6750,1.8713,13.7400,n/a,n/a,
TRQ,"Turquoise Hill Ltd.*",43,Buy,43042.7188,0.3700,7928.4976,5.1574,4.3341,0.7250,3.9400,3.6600,7.6503,
PD,"Precision Drilling Corp",44,Buy,43042.7188,0.3700,1857.0629,8.3203,8.4382,0.7685,6.3400,13.8600,-54.2569,
ENB,"Enbridge Inc.",45,Buy,43042.7188,0.3700,46579.4844,13.1070,10.6896,4.3007,54.3700,54.2300,0.2582,
MDZ.A,"MDC Partners Inc., A*",46,Buy,43042.7188,0.3700,1296.4821,0.0100,0.0100,1982.4426,25.9700,23.8500,8.8889,
EFX,"Enerflex Ltd.",47,Buy,43042.7188,0.3700,999.9749,13.8551,12.1358,0.9187,12.6500,20.9800,-39.7045,
GIL,"Gildan Activewear*",48,Buy,43042.7188,0.3700,10039.6582,10.4306,8.4055,3.7871,41.3000,31.1700,32.4992,
CVE,"Cenovus Energy Inc.",49,Buy,43042.7188,0.3700,15888.9961,13.3147,13.7748,1.4323,19.0700,34.6800,-45.0115,
AC,"Air Canada",50,Buy,43042.7188,0.3700,3225.5220,0.0100,0.0100,1123.0000,11.2300,8.4900,32.2733,
ENGH,"Enghouse Systems Ltd.",51,Buy,43042.7188,0.3700,1339.7720,8.1471,7.7385,6.4461,50.9700,34.9400,45.8787,
CNQ,"Cdn Natural Resources",52,Buy,43042.7188,0.3700,32446.8574,25.3779,24.8941,1.1683,29.6500,47.3900,-37.4341,
IAG,"Industrial Alliance",53,Buy,43042.7188,0.3700,4263.1519,36.6183,32.9470,1.1570,42.0200,46.9400,-10.4815,
TRI,"Thomson Reuters Corp*",54,Buy,43042.7188,0.3700,40003.0820,21.6298,20.6713,2.2898,51.1800,41.2000,24.2233,
WN,"Weston Ltd., George",55,Buy,43042.7188,0.3700,15089.8936,51.3805,49.7234,2.1218,109.0200,86.1700,26.5173,
DH,"DH Corporation",56,Buy,43042.7188,0.3700,4505.6338,20.2384,13.9022,2.1089,42.6800,32.5200,31.2423,
CEE,"Centamin plc*",57,Buy,43042.7188,0.3700,1394.0508,1.4717,1.1974,0.7802,1.2100,1.1400,6.1404,
BIN,"Progressive Waste Sol.*",58,Buy,43042.7188,0.3700,3969.8232,12.9143,12.2406,2.6691,36.3200,28.1100,29.2067,
OTEX,"Open Text Corporation*",59,Buy,43042.7188,0.3700,7297.2827,18.7547,14.4870,3.0602,59.6700,61.0800,-2.3085,
POW,"Power Corp. of Canada",60,Buy,43042.7188,0.3700,11928.6836,26.1249,22.9204,1.1024,28.8000,32.0400,-10.1124,
