Symbol,Company,Rank,Status, TRI ,TB90 ,MKT CAP ,BOOK ,BOOK4Q ,P/B ,PRNOW ,PR12M ,PCHG12M ,
QBR.B,"Quebecor Inc., B",36,Buy,50166.8711,0.7100,5774.6382,4.6404,2.7813,10.4222,47.7900,40.1100,19.1473,
AIF,"Altus Group Limited",37,Buy/Sell,50166.8711,0.7100,1204.9128,10.9428,9.0812,2.8512,31.2000,27.9400,11.6679,
LIF,"Labrador Iron Ore",38,Buy,50166.8711,0.7100,1280.6400,9.1941,8.6844,2.1764,20.0100,13.0000,53.9231,
HBM,"Hudbay Minerals Inc.*",39,Buy,50166.8711,0.7100,2583.8833,9.8185,9.7541,1.1421,10.8900,5.3200,104.6992,
MIC,"Genworth MI Canada Inc.",40,Buy,50166.8711,0.7100,3307.3589,41.7916,38.6766,0.8699,35.9700,34.2100,5.1447,
MAG,"MAG Silver Corp.*",41,Buy/Sell,50166.8711,0.7100,1266.8954,2.8335,3.6439,5.6985,15.6800,19.4500,-19.3830,
FSV,"FirstService Corp. *",42,Buy,50166.8711,0.7100,3011.0457,7.3075,6.2572,12.2583,86.9900,62.9600,38.1671,
TCL.A,"Transcontinental Inc.",43,Buy,50166.8711,0.7100,1880.5430,14.9440,12.8947,1.6481,24.3000,19.2000,26.5625,
NPI,"Northland Power Inc.",44,Buy,50166.8711,0.7100,4152.7241,4.1104,3.6027,6.0935,23.9500,23.7600,0.7997,
LNR,"Linamar Corp.",45,Buy,50166.8711,0.7100,4546.2397,44.6916,36.6243,1.5622,69.6300,54.1200,28.6585,
OR,"Osisko Gold Royalties",46,Buy,50166.8711,0.7100,2740.5964,11.3685,10.8692,1.3859,17.4600,14.8200,17.8138,
GEI,"Gibson Energy Inc.",47,Buy,50166.8711,0.7100,2490.7266,7.6528,8.3813,2.2815,17.4600,17.8800,-2.3490,
CEU,"CES Energy Solutions",48,Buy,50166.8711,0.7100,1413.0671,2.1955,2.0810,2.4287,5.3200,4.4500,19.5506,
TECK.B,"Teck Resources Limited",49,Buy,50166.8711,0.7100,17956.8984,31.9809,28.3915,0.9718,31.0800,21.2500,46.2588,
KXS,"Kinaxis Inc.*",50,Buy,50166.8711,0.7100,1861.9641,5.5062,4.1243,13.7044,73.2800,62.1400,17.9273,
WSP,"WSP Global Inc.",51,Buy,50166.8711,0.7100,5319.4922,28.5659,27.7885,1.8123,51.7700,43.1200,20.0603,
IFC,"Intact Financial Corp.",52,Buy,50166.8711,0.7100,13482.9385,42.1594,40.5724,2.4417,102.9400,95.1800,8.1530,
POW,"Power Corp. of Canada",53,Buy,50166.8711,0.7100,12664.1094,28.5813,26.3222,1.0678,30.5200,27.7200,10.1010,
RCI.B,"Rogers Communicat.,B",54,Buy,50166.8711,0.7100,33560.5039,11.2080,11.5105,5.8164,65.1900,56.1600,16.0791,
MX,"Methanex Corporation *",55,Buy,50166.8711,0.7100,5497.1743,24.0300,23.8604,2.7344,63.8100,38.0900,67.5243,
TCN,"Tricon Capital Group*",56,Buy,50166.8711,0.7100,1450.0686,8.2539,8.1174,1.3486,10.8100,9.6500,12.0207,
FNV,"Franco-Nevada Corp.*",57,Buy,50166.8711,0.7100,18946.3887,32.0161,30.3707,3.2858,102.1600,91.6300,11.4919,
DOL,"Dollarama Inc.",58,Buy,50166.8711,0.7100,13841.2646,0.3131,2.7069,605.9576,123.0700,96.9000,27.0072,
SLF,"Sun Life Financial Inc.",59,Buy,50166.8711,0.7100,29426.6270,33.7095,30.7328,1.4410,47.9500,41.3800,15.8772,
MFC,"Manulife Financial Corp",60,Buy,50166.8711,0.7100,48522.2305,20.0111,19.4911,1.2385,24.5300,17.8900,37.1157,
