Symbol,Company,Rank,Status, TRI ,TB90 ,MKT CAP ,BOOK ,BOOK4Q ,P/B ,PRNOW ,PR12M ,PCHG12M ,
WJA,"WestJet Airlines Ltd.",36,Buy,35183.7109,0.8900,1937.4708,9.4545,9.9055,1.4797,13.9900,11.4500,22.1834,
PJC.A,"Jean Coutu Group, A",37,Buy,35183.7109,0.8900,1349.4288,2.6836,2.2307,4.6310,12.1500,8.7500,38.8571,
IFC,"Intact Financial Corp.",38,Buy,35183.7109,0.8900,6029.5215,26.8850,25.3139,2.0495,55.1000,44.3800,24.1550,
FCR,"First Capital Realty",39,Buy/Sell,35183.7109,0.8900,2857.4529,12.0854,6.9684,1.3851,16.7400,14.7200,13.7228,
PXX,"BlackPearl Resources",40,Buy,35183.7109,0.8900,1440.6816,1.7947,1.6093,2.8194,5.0600,3.0500,65.9016,
TDG,"Trinidad Drilling Ltd.",41,Buy/Sell,35183.7109,0.8900,980.1705,6.4390,7.3368,1.2595,8.1100,5.0000,62.2000,
NTR,"Nutrien Ltd. *",42,Buy,35183.7109,0.8900,48321.3516,8.8536,7.8300,6.4258,56.4600,52.3333,7.8854,
PRE,"Pacific Expl. & Prod.*",43,Buy,35183.7109,0.8900,6538.9653,8.5350,7.2426,2.8225,24.0900,25.1500,-4.2147,
FTT,"Finning International",44,Buy,35183.7109,0.8900,4290.9956,7.5240,7.9738,3.3825,25.0100,20.6000,21.4078,
WPM,"Wheaton Precious Metal*",45,Buy,35183.7109,0.8900,13711.4023,6.6811,5.7022,5.8089,38.8100,24.0500,61.3722,
FNV,"Franco-Nevada Corp.*",46,Buy,35183.7109,0.8900,5347.8311,18.8973,18.4587,2.2418,42.1900,31.8100,32.6312,
PEY,"Peyto Expl. & Dev. Corp",47,Buy,35183.7109,0.8900,2937.9934,6.4572,5.6895,3.4842,22.0800,14.0900,56.7069,
BIR,"Birchcliff Energy Ltd.",48,Buy,35183.7109,0.8900,1713.8207,5.0008,4.5431,2.7056,13.5300,8.9800,50.6682,
PMG,"Petrominerales Ltd.*",49,Buy,35183.7109,0.8900,3162.3120,8.7023,6.7940,3.5117,30.5600,24.7500,23.4747,
SJR.B,"Shaw Communications, B",50,Buy,35183.7109,0.8900,9771.3389,6.6521,6.2903,3.4880,22.4000,21.8700,2.4234,
DOL,"Dollarama Inc.",51,Buy,35183.7109,0.8900,2413.9141,10.1355,8.6511,3.2602,32.7500,25.3000,29.4466,
PAAS,"Pan American Silver *",52,Buy,35183.7109,0.8900,3471.4258,13.8157,14.1680,2.3327,32.1700,26.5100,21.3504,
CG,"Centerra Gold Inc.*",53,Buy,35183.7109,0.8900,4868.4585,5.6050,4.9913,3.6789,20.6200,14.9700,37.7422,
MFC,"Manulife Financial Corp",54,Buy,35183.7109,0.8900,23938.9277,12.9773,14.9388,1.0422,13.3900,11.8700,12.8054,
CR,"Crew Energy Inc.",55,Buy/Sell,35183.7109,0.8900,1435.1365,8.7687,7.8202,1.1014,12.0000,16.5000,-27.2727,
DC.A,"Dundee Corporation, A",56,Buy,35183.7109,0.8900,1383.8992,30.5579,14.1434,0.7337,22.4200,11.2700,98.9352,
ESI,"Ensign Energy Services",57,Buy,35183.7109,0.8900,2642.8760,10.4137,10.1994,1.6565,17.2500,11.5700,49.0925,
CU,"Cdn Utilities Ltd., A",58,Buy,35183.7109,0.8900,7649.6221,24.4325,25.0036,2.4969,60.0000,47.7000,25.7862,
FFH,"Fairfax Financial*",59,Buy,35183.7109,0.8900,7844.9648,345.7876,405.8949,1.1420,394.9000,422.8900,-6.6187,
SLF,"Sun Life Financial Inc.",60,Buy,35183.7109,0.8900,15404.4619,24.7295,28.6686,1.0891,26.5400,25.0400,5.9904,
