Symbol,Company,Rank,Status, TRI ,TB90 ,MKT CAP ,BOOK ,BOOK4Q ,P/B ,PRNOW ,PR12M ,PCHG12M ,
IMG,"Iamgold Corporation*",36,Buy,28923.5195,0.2000,4672.2090,7.3193,6.2945,1.8573,12.7200,7.0000,81.7143,
S,"Sherritt Int'l. Corp.",37,Buy,28923.5195,0.2000,1975.8101,12.2392,13.0047,0.5507,6.7400,9.5500,-29.4241,
SVM,"Silvercorp Metals Inc.*",38,Buy,28923.5195,0.2000,651.1957,1.1908,1.3013,3.6169,4.0300,4.4400,-9.2342,
TXP,"Touchstone Exploration",39,Buy,28923.5195,0.2000,3747.8853,16.6358,8.5931,2.4417,40.6200,46.9000,-13.3902,
SCL,"ShawCor Ltd.",40,Buy,28923.5195,0.2000,1782.3596,10.6721,9.0893,2.3863,25.3000,29.4900,-14.2082,
PDN,"Paladin Energy Ltd.*",41,Buy,28923.5195,0.2000,2738.0183,1.1765,2.0281,3.9876,4.3900,5.2800,-16.8561,
QBR.B,"Quebecor Inc., B",42,Buy,28923.5195,0.2000,1587.3436,15.9771,18.6716,1.5496,24.6800,28.3300,-12.8839,
TD,"Toronto-Dominion Bank",43,Buy,28923.5195,0.2000,57903.9414,40.2681,36.7497,1.6807,67.6800,62.1300,8.9329,
MFL,"Minefinders Corp.*",44,Buy,28923.5195,0.2000,580.8845,2.0595,1.9027,5.0906,9.8100,8.4000,16.7857,
CEE,"Centamin plc*",45,Buy,28923.5195,0.2000,1469.5077,0.4890,0.4091,3.3184,1.4800,1.0100,46.5347,
FGL,"Forzani Group Ltd.",46,Buy,28923.5195,0.2000,486.5140,10.7776,10.3032,1.4838,15.8800,14.0000,13.4286,
TRQ,"Turquoise Hill Ltd.*",47,Buy,28923.5195,0.2000,4583.2715,0.7421,1.1578,17.4539,12.1200,11.9500,1.4226,
FM,"First Quantum Minerals*",48,Buy,28923.5195,0.2000,5080.7466,29.4816,27.6120,2.3569,64.8300,68.5000,-5.3577,
AGI2,"Alamos Gold Inc.*",49,Buy,28923.5195,0.2000,1047.0222,2.9431,1.6900,3.5078,9.6600,6.1500,57.0732,
MAXR,"Maxar Technologies *",50,Buy,28923.5195,0.2000,1234.6553,13.6998,10.1706,2.2263,30.5000,29.8500,2.1776,
CTC.A,"Cdn Tire Corp. Ltd.",51,Buy,28923.5195,0.2000,4664.9668,43.9218,40.2123,1.3063,57.1000,53.9700,5.7995,
KHD,"Cdn. Hydro Developers",52,Buy,28923.5195,0.2000,729.7988,3.3733,3.4512,1.5059,5.0800,4.6700,8.7794,
CLS,"Celestica Inc.*",53,Buy,28923.5195,0.2000,1858.4418,7.2858,9.7392,1.3656,9.3100,8.9900,3.5595,
ELF,"E-L Financial Corp.",54,Buy,28923.5195,0.2000,1708.0751,567.8818,617.9448,0.7484,425.0000,585.0000,-27.3504,
MX,"Methanex Corporation *",55,Buy,28923.5195,0.2000,1804.0076,15.6961,14.1119,1.3345,19.6000,26.9800,-27.3536,
RBI1,"Red Back Mining Inc.*",56,Buy,28923.5195,0.2000,2617.2751,3.8978,2.7568,3.1174,11.3700,6.8500,65.9854,
GIL,"Gildan Activewear*",57,Buy,28923.5195,0.2000,2727.5781,8.3370,6.6754,2.8906,22.5500,24.9200,-9.5104,
IMN,"Inmet Mining Corp.*",58,Buy,28923.5195,0.2000,2662.8286,40.0433,34.3480,1.1852,47.4600,63.9500,-25.7858,
SAP,"Saputo Inc.",59,Buy,28923.5195,0.2000,5706.4883,9.4345,8.1848,2.9746,27.5700,27.5600,0.0363,
CCO,"Cameco Corporation",60,Buy,28923.5195,0.2000,11436.3740,10.7844,8.4494,2.7011,29.1300,31.9400,-8.7977,
