Symbol,Company,Rank,Status, TRI ,TB90 ,MKT CAP ,BOOK ,BOOK4Q ,P/B ,PRNOW ,PR12M ,PCHG12M ,
LTS,"Lightstream Resources",36,Buy/Sell,47133.3984,0.9400,1256.9426,9.8695,16.9523,0.6415,6.2800,7.2300,-13.1397,
LNR,"Linamar Corp.",37,Buy,47133.3984,0.9400,4066.1453,23.2231,18.5789,2.7142,62.7600,32.8000,91.3415,
CEU,"CES Energy Solutions",38,Buy,47133.3984,0.9400,2294.9250,1.8358,1.5345,5.2405,10.8200,5.7533,88.0660,
TCW,"Trican Well Service Ltd",39,Buy,47133.3984,0.9400,2350.4580,8.5656,9.2151,1.8341,15.7100,14.8100,6.0770,
DDC,"Dominion Diamond Corp*",40,Buy/Sell,47133.3984,0.9400,1254.0311,16.9904,15.7220,0.8670,14.7300,13.1800,11.7602,
AC,"Air Canada",41,Buy,47133.3984,0.9400,2428.9905,0.0100,0.0100,849.0000,8.4900,2.8100,202.1352,
OTEX,"Open Text Corporation*",42,Buy,47133.3984,0.9400,7437.0034,14.5069,11.9066,4.2657,61.0800,36.2000,68.7293,
TXG,"Torex Gold Resources*",43,Buy,47133.3984,0.9400,1285.9788,0.9620,1.0040,1.8399,1.7700,1.6000,10.6250,
L,"Loblaw Companies Ltd.",44,Buy,47133.3984,0.9400,22373.4570,36.8284,23.6217,1.4717,54.2000,44.9700,20.5248,
RON,"RONA Inc.",45,Buy,47133.3984,0.9400,1694.4683,12.4098,12.1964,1.1515,14.2900,10.7500,32.9302,
ELD,"Eldorado Gold Corp.*",46,Buy,47133.3984,0.9400,6439.0747,7.8101,8.6489,1.1525,8.9900,8.9700,0.2230,
MG,"Magna Intl. Inc. *",47,Buy,47133.3984,0.9400,26208.2422,48.0734,43.4582,2.5867,123.2800,80.9600,52.2727,
CP,"Cdn Pacific Railway Ltd",48,Buy,47133.3984,0.9400,37514.1953,41.2963,32.7143,5.2738,217.7900,123.8700,75.8214,
BNE,"Bonterra Energy Corp.",49,Buy,47133.3984,0.9400,2112.5750,21.8397,21.1807,3.0999,65.8400,51.5400,27.7454,
MFC,"Manulife Financial Corp",50,Buy,47133.3984,0.9400,40790.6836,14.9220,12.7187,1.4864,21.9500,17.2700,27.0990,
CNR,"Cdn National Railway",51,Buy,47133.3984,0.9400,63895.9844,16.2878,13.5053,4.7944,78.0900,49.3900,58.1089,
OBE,"Obsidian Energy Ltd.",52,Buy,47133.3984,0.9400,4169.9702,15.4110,18.0000,0.5533,8.4500,11.8800,-28.8721,
ENF,"Enbridge IF Holdings",53,Buy,47133.3984,0.9400,1825.7892,3.6188,4.5162,9.5350,32.3200,23.2600,38.9510,
TRQ,"Turquoise Hill Ltd.*",54,Buy,47133.3984,0.9400,7365.0137,4.3341,6.1798,0.8445,3.6600,5.4800,-33.2117,
CCA,"Cogeco Communications",55,Buy,47133.3984,0.9400,2093.8416,29.6939,26.9548,2.1331,62.7000,48.3600,29.6526,
RUS,"Russel Metals Inc.",56,Buy,47133.3984,0.9400,2240.3936,14.3192,13.8140,2.6171,36.4800,26.3200,38.6018,
MEG,"MEG Energy Corp.",57,Buy,47133.3984,0.9400,8663.3164,22.2206,21.5103,1.7430,38.7300,34.0900,13.6110,
CNQ,"Cdn Natural Resources",58,Buy,47133.3984,0.9400,51752.1484,24.8941,22.5867,1.9037,47.3900,32.1400,47.4487,
CFW,"Calfrac Well Services",59,Buy,47133.3984,0.9400,1937.1284,8.4235,8.5589,2.4349,20.5100,16.4200,24.9086,
CVE,"Cenovus Energy Inc.",60,Buy,47133.3984,0.9400,26251.0469,13.7748,13.1062,2.5176,34.6800,30.1800,14.9105,
