Symbol,Company,Rank,Status, TRI ,TB90 ,MKT CAP ,BOOK ,BOOK4Q ,P/B ,PRNOW ,PR12M ,PCHG12M ,
KL,"Kirkland Lake Gold Ltd*",36,Buy,55229.8008,1.5200,5151.8237,7.5020,6.2801,3.2756,24.3900,16.2700,49.9078,
MEG,"MEG Energy Corp.",37,Buy,55229.8008,1.5200,2445.5652,13.2966,13.2566,0.6197,8.2400,5.0100,64.4710,
FSV,"FirstService Corp. *",38,Buy,55229.8008,1.5200,3866.5066,8.0054,7.3075,14.0518,111.6500,86.9900,28.3481,
ERF,"Enerplus Corporation",39,Buy,55229.8008,1.5200,3959.0337,6.9756,6.6757,2.3204,16.1400,11.0900,45.5365,
BAD,"Badger Daylighting Ltd.",40,Buy/Sell,55229.8008,1.5200,1076.3000,9.0895,7.6886,3.2235,29.0100,28.9200,0.3112,
CIGI,"Colliers Intl Group*",41,Buy,55229.8008,1.5200,4030.4082,10.9519,7.6711,9.7911,106.4300,64.9400,63.8897,
OSB,"Norbord Inc.*",42,Buy,55229.8008,1.5200,4303.6250,18.2799,11.8224,3.6446,49.6600,43.0000,15.4884,
ECI,"EnerCare Inc.",43,Buy,55229.8008,1.5200,3107.1428,5.5833,5.6399,5.3444,28.9500,20.9500,38.1862,
BB,"BlackBerry Limited*",44,Buy,55229.8008,1.5200,7463.3804,5.8239,7.0565,2.3713,13.8900,11.5700,20.0519,
MTY,"MTY Food Group Inc.",45,Buy/Sell,55229.8008,1.5200,1520.9523,23.4584,15.5091,2.5935,60.4500,47.0300,28.5350,
PSI,"Pason Systems Inc.",46,Buy,55229.8008,1.5200,1819.0796,4.2072,4.3137,5.0627,21.3000,17.9000,18.9944,
BBD.B,"Bombardier Inc.,B*",47,Buy,55229.8008,1.5200,10419.2314,0.0100,0.0100,331.5385,4.3100,2.5000,72.4000,
GC,"Great Cdn. Gaming Corp.",48,Buy,55229.8008,1.5200,2820.1333,8.9359,7.0825,5.1500,46.0200,33.9100,35.7122,
BAM.A,"Brookfield Asset Mgmt*",49,Buy,55229.8008,1.5200,55326.3750,33.4632,29.3484,1.6888,55.7600,49.3900,12.8973,
WCP,"Whitecap Resources Inc.",50,Buy,55229.8008,1.5200,3369.1038,7.7953,8.6418,1.0425,8.0700,8.9800,-10.1336,
SHOP,"Shopify Inc. *",51,Buy,55229.8008,1.5200,17794.7813,20.4616,12.8804,9.3487,189.8600,138.0000,37.5797,
PD,"Precision Drilling Corp",52,Buy,55229.8008,1.5200,1497.9512,6.0128,7.9092,0.8482,5.1000,3.1700,60.8833,
RNW,"TransAlta Renewables",53,Buy,55229.8008,1.5200,3173.7849,8.8643,9.1384,1.3884,12.0900,14.2000,-14.8592,
VII,"Seven Generations Egy",54,Buy,55229.8008,1.5200,5555.5166,12.4291,12.0209,1.2358,15.3600,19.0100,-19.2004,
BCB,"Cott Corporation *",55,Buy,55229.8008,1.5200,2836.1016,11.6765,7.6735,1.7670,20.3400,18.9700,7.2219,
TCL.A,"Transcontinental Inc.",56,Buy,55229.8008,1.5200,2792.2144,16.8768,14.9440,1.9074,31.7900,24.3000,30.8231,
CP,"Cdn Pacific Railway Ltd",57,Buy,55229.8008,1.5200,39135.0820,46.1333,36.5024,5.9499,274.4900,194.3100,41.2640,
CNR,"Cdn National Railway",58,Buy,55229.8008,1.5200,85207.3281,23.6699,20.0093,4.9033,116.0600,101.2200,14.6611,
TRQ,"Turquoise Hill Ltd.*",59,Buy,55229.8008,1.5200,6097.3125,5.9868,5.6730,0.5099,3.0300,4.2100,-28.0285,
CCO,"Cameco Corporation",60,Buy,55229.8008,1.5200,5366.9531,12.2214,13.0040,1.1095,13.5600,12.5200,8.3067,
