Symbol,Company,Rank,Status, TRI ,TB90 ,MKT CAP ,BOOK ,BOOK4Q ,P/B ,PRNOW ,PR12M ,PCHG12M ,
VSN,"Veresen Inc.",36,Buy,46782.5273,0.5000,4033.1152,7.6431,7.9880,1.7281,12.9200,13.5900,-4.9301,
MAG,"MAG Silver Corp.*",37,Buy,46782.5273,0.5000,1563.4144,3.6439,2.9511,5.3430,19.4500,9.6800,100.9298,
NPI,"Northland Power Inc.",38,Buy,46782.5273,0.5000,4062.0642,3.6027,4.9381,6.9419,23.7600,16.4200,44.7016,
LUC,"Lucara Diamond Corp. *",39,Buy/Sell,46782.5273,0.5000,1374.1718,1.0995,0.7451,5.6444,3.6000,1.7000,111.7647,
TOU,"Tourmaline Oil Corp.",40,Buy,46782.5273,0.5000,8643.9453,23.2859,22.9489,1.5838,36.8800,33.3000,10.7508,
CPX,"Capital Power Corp",41,Buy,46782.5273,0.5000,2014.0116,22.3438,22.4174,0.9376,20.9500,20.4600,2.3949,
FNV,"Franco-Nevada Corp.*",42,Buy,46782.5273,0.5000,16288.2041,30.3707,26.4271,3.0200,91.6300,57.0000,60.7544,
ITP,"Intertape Polymer Grp*",43,Buy,46782.5273,0.5000,1279.2991,5.0981,4.5838,4.2862,21.8300,14.7700,47.7996,
PGF,"Pengrowth Energy Corp.",44,Buy/Sell,46782.5273,0.5000,1034.6718,2.9652,4.7763,0.6374,1.8900,1.9300,-2.0725,
ARE,"Aecon Group Inc.",45,Buy/Sell,46782.5273,0.5000,1052.7744,12.0692,12.0712,1.5204,18.3500,12.7600,43.8088,
PBH,"Premium Brands Holding",46,Buy,46782.5273,0.5000,1834.5194,12.8339,9.7413,4.8481,62.2200,31.2900,98.8495,
MTL,"Mullen Group Ltd.",47,Buy,46782.5273,0.5000,1683.3457,9.2779,9.2805,1.7618,16.2400,19.1100,-15.0183,
X,"TMX Group Ltd.",48,Buy,46782.5273,0.5000,3101.1697,52.2310,54.1342,1.0978,56.9000,48.6500,16.9579,
VET,"Vermilion Energy Inc.",49,Buy,46782.5273,0.5000,5526.1953,14.0597,18.0052,3.4770,47.3900,45.5800,3.9710,
SNC,"SNC-Lavalin Group Inc.",50,Buy,46782.5273,0.5000,8396.5654,25.0954,22.6143,2.2508,55.9000,39.5000,41.5190,
KL,"Kirkland Lake Gold Ltd*",51,Buy/Sell,46782.5273,0.5000,1254.6350,4.3719,3.8184,2.3956,10.6900,5.3200,100.9398,
SMF,"Semafo Inc.*",52,Buy,46782.5273,0.5000,1806.3811,2.7759,2.3809,2.0085,5.5700,3.2600,70.8589,
KXS,"Kinaxis Inc.*",53,Buy,46782.5273,0.5000,1533.9197,4.1243,2.9640,15.0814,62.1400,36.4500,70.4801,
MFI,"Maple Leaf Foods Inc.",54,Buy,46782.5273,0.5000,3923.0271,15.5506,15.4284,1.8732,29.1300,22.3200,30.5107,
CNQ,"Cdn Natural Resources",55,Buy,46782.5273,0.5000,44865.3555,23.6704,25.3779,1.7207,40.7300,29.6500,37.3693,
CAE,"CAE Inc.",56,Buy,46782.5273,0.5000,5025.5503,6.8890,6.2879,2.7145,18.7000,14.4500,29.4118,
QSR,"Restaurant Brands Intl*",57,Buy,46782.5273,0.5000,14629.0791,9.4704,9.5183,6.6133,62.5700,50.4800,23.9501,
WB,"Whistler Blackcomb",58,Buy/Sell,46782.5273,0.5000,1427.7489,9.6860,9.7046,3.9631,37.4200,22.3800,67.2029,
GC,"Great Cdn. Gaming Corp.",59,Buy/Sell,46782.5273,0.5000,1309.4614,5.5551,5.5654,3.9225,21.7900,18.4100,18.3596,
BB,"BlackBerry Limited*",60,Buy,46782.5273,0.5000,5202.0513,6.4984,8.3925,1.5434,9.9500,9.9800,-0.3006,
